"iditem";"nombre";"saldo";"compromiso";"costo";"precio";"impuesto";"activo";"categoria";"estado";"idempresa";"casa"
"2316";"lavaloza crema limpiaya 450ml 12x13";"9995";"0";"29700";"38400";"1";"1";"98";"eterna ";"3";"50"
"2317";"detergente liquido limpiaya 1000ml";"8893";"391";"5140";"6500";"1";"1";"98";"eterna ";"3";"50"
"2318";"detergente liquido limpiaya 2000ml";"9597";"233";"9369";"11800";"1";"1";"98";"eterna ";"3";"50"
"2319";"suavisante liquido limpiaya 1000ml";"9843";"140";"3728";"5500";"1";"1";"98";"eterna ";"3";"50"
"2320";"suavisante liquido limpiaya 2000ml";"9917";"104";"6641";"8300";"1";"1";"98";"eterna ";"3";"50"
"2321";"detergente limpiaya x 1000ml 12x13";"9993";"120";"61680";"78000";"1";"1";"98";"eterna ";"3";"50"
"2322";"desengrasante limpiaya 500ml 12x13";"9994";"0";"31200";"39000";"1";"1";"98";"eterna ";"3";"50"
"2323";"desengrasante limpiaya  500ml";"7353";"856";"2600";"3250";"1";"1";"98";"eterna ";"3";"50"
"2324";"detergente limpiaya x2000ml 12x13";"9989";"65";"9369";"141600";"1";"1";"98";"eterna ";"3";"50"
"2325";"limpiavidrios limpiaya 500ml 12x13";"9991";"0";"31200";"39000";"1";"1";"98";"eterna ";"3";"50"
"2326";"limpavidrios limpiaya 500ml";"8499";"395";"2600";"3250";"1";"1";"98";"eterna ";"3";"50"
"2327";"limpiador con bicarbonato 1000ml";"9796";"319";"2962";"3700";"1";"1";"98";"eterna ";"3";"50"
"2328";"limpiador con bicarbonato 1000ml 12x13";"10000";"0";"35544";"44400";"1";"1";"98";"eterna ";"3";"50"
"2329";"multiusos canela limpiaya 500ml";"9906";"109";"1841";"2300";"1";"1";"98";"eterna ";"3";"50"
"2330";"multiusos lavanda limpiaya x500ml";"9916";"105";"1841";"2300";"1";"1";"98";"eterna ";"3";"50"
"2331";"multiusos floral limpiaya 500ml";"9888";"110";"1841";"2300";"1";"1";"98";"eterna ";"3";"50"
"2332";"multiusos limpiaya 500ml 12x13";"10000";"1";"22152";"27600";"1";"1";"98";"eterna ";"3";"50"
"2333";"suavisante  limpiaya x 1000ml 12x13";"9977";"18";"44736";"66000";"1";"1";"98";"eterna ";"3";"50"
"2334";"trapero ref.500blanco";"8302";"1375";"4950";"6200";"1";"1";"81";;"3";"33"
"2335";"trapero ref.500bicolor";"9003";"516";"4950";"6200";"1";"1";"81";"1A";"3";"33"
"2336";"trapero ref.800blanco";"7474";"1880";"5533";"6900";"1";"1";"81";"1A";"3";"33"
"2337";"trapero ref.800bicolor";"8222";"798";"5533";"6900";"1";"1";"81";"1A";"3";"33"
"2338";"trapero ref.1000blanco eko";"8054";"1486";"6533";"8200";"1";"1";"81";"1A";"3";"33"
"2339";"trapero ref.1000bicolor eko";"8849";"660";"6533";"8200";"1";"1";"81";"1A";"3";"33"
"2340";"escoba super danna";"8440";"1135";"7283";"9000";"1";"1";"81";"1A";"3";"33"
"2341";"escoba superior suave";"7707";"1596";"4783";"5950";"1";"1";"81";"1A";"3";"33"
"2342";"escoba superior dura";"9039";"638";"4783";"5950";"1";"1";"81";"1A";"3";"33"
"2343";"escoba italiana suave";"9106";"814";"5783";"7900";"1";"1";"81";"1A";"3";"33"
"2344";"escoba zulia economica suave";"8525";"1247";"3950";"4950";"1";"1";"81";"1A";"3";"33"
"2345";"escoba zulia economica dura";"9401";"476";"3950";"4950";"1";"1";"81";"1A";"3";"33"
"2346";"recojedor sin banda";"9610";"310";"2400";"3000";"1";"1";"81";"1A";"3";"33"
"2347";"recojedor con banda";"8276";"942";"2900";"3650";"1";"1";"81";"1A";"3";"33"
"2348";"recojedor banda 1a plus";"9700";"232";"3317";"4150";"1";"1";"81";"1A";"3";"33"
"2349";"cepillo sanitario 1a";"9241";"371";"3500";"4500";"1";"1";"81";"1A";"3";"33"
"2350";"chupas plastica color";"9435";"311";"3417";"4300";"1";"1";"81";"1A";"3";"33"
"2351";"cepillo plancha color eco";"9582";"593";"1800";"2200";"1";"0";"81";"1A";"3";"33"
"2352";"cepillo lavar 1A plancha";"8687";"728";"2167";"2700";"1";"1";"81";"1A";"3";"33"
"2353";"cabo madera 1.20 tapon adaptador";"9639";"162";"1700";"2000";"1";"0";"81";"1A";"3";"33"
"2354";"cepillo piso doble uso";"9666";"176";"4533";"5700";"1";"1";"81";"1A";"3";"33"
"2355";"aparato limpia ventanas";"9749";"86";"4067";"5100";"1";"1";"81";"1A";"3";"33"
"2356";"trapero jumbo ref.1500 blanco";"9920";"70";"12917";"16150";"1";"1";"81";"1A";"3";"33"
"2357";"trapero x1000 plus blanco";"9862";"92";"8033";"10000";"1";"1";"81";"1A";"3";"33"
"2358";"fab 100gramos";"4538";"3856";"1100";"1500";"1";"1";"126";"unilever";"3";"78"
"2359";"fab 225 gr";"4489";"2758";"2000";"2750";"1";"1";"126";"unilever";"3";"78"
"2360";"fab 450gramos";"3624";"4559";"4000";"5050";"1";"1";"126";"unilever";"3";"78"
"2361";"fab 450gr12x13";"9930";"73";"48000";"60600";"1";"1";"126";"unilever";"3";"78"
"2362";"fab liquido doypack x 300ml";"8825";"3";"3900";"4900";"1";"1";"126";"unilever";"3";"78"
"2363";"3D 125gramos";"5179";"3223";"628";"1250";"1";"1";"126";"unilever";"3";"78"
"2364";"3D 250gramos";"5505";"2948";"1879";"2450";"1";"1";"126";"unilever";"3";"78"
"2365";"3D 500gramos";"2164";"3002";"2666";"3700";"1";"1";"126";"unilever";"3";"78"
"2366";"3D x 1000g";"8004";"-42";"5200";"7100";"1";"1";"126";"unilever";"3";"78"
"2367";"3D liquido";"8227";"866";"1700";"2500";"1";"1";"126";"unilever";"3";"78"
"2368";"rey x 6 unidades";"8813";"953";"14650";"17300";"1";"1";"126";"unilever";"3";"78"
"2369";"jabon rey x25";"9718";"84";"61000";"71900";"1";"1";"126";"unilever";"3";"78"
"2370";"guante milenio T.M negro";"9805";"164";"26000";"40000";"1";"1";"104";"latexquim";"3";"56"
"2371";"guante milenio T.M azul";"9940";"70";"26000";"40000";"1";"1";"104";"latexquim";"3";"56"
"2372";"guante color T.7";"9297";"543";"3001";"3800";"1";"1";"104";"latexquim";"3";"56"
"2373";"guante color T.7/2";"8501";"1063";"3001";"3800";"1";"1";"104";"latexquim";"3";"56"
"2374";"guante color T.8";"8542";"1129";"3001";"3800";"1";"1";"104";"latexquim";"3";"56"
"2375";"guante color T.8/2";"9048";"619";"3001";"3800";"1";"1";"104";"latexquim";"3";"56"
"2376";"guante color T.9";"9492";"352";"3001";"3800";"1";"1";"104";"latexquim";"3";"56"
"2377";"guante calibre 25 T.7";"8562";"948";"3300";"3950";"1";"1";"104";"latexquim";"3";"56"
"2378";"guante calibre 25 T.7/2";"6805";"1839";"3300";"3950";"1";"1";"104";"latexquim";"3";"56"
"2379";"guante calibre 25 T.8";"6140";"2009";"3300";"3950";"1";"1";"104";"latexquim";"3";"56"
"2380";"guante calibre 25 T.8/2";"7503";"1256";"3300";"3950";"1";"1";"104";"latexquim";"3";"56"
"2381";"guante calibre 25 T.9";"8675";"792";"3300";"3950";"1";"1";"104";"latexquim";"3";"56"
"2382";"guante calibre 35 T.7";"9889";"68";"4466";"5300";"1";"1";"104";"latexquim";"3";"56"
"2383";"guante calibre 35 T.7/2";"9767";"115";"4466";"5300";"1";"1";"104";"latexquim";"3";"56"
"2384";"guante calibre 35 T.8";"9642";"254";"4466";"5300";"1";"1";"104";"latexquim";"3";"56"
"2385";"guante calibre 35 T.8/2";"9681";"194";"4466";"5300";"1";"1";"104";"latexquim";"3";"56"
"2386";"guante calibre 35 T.9";"9641";"117";"4466";"5300";"1";"1";"104";"latexquim";"3";"56"
"2387";"servilletas rendipel x320 unidad ";"10000";"0";"2000";"2450";"1";"0";"97";"dripers andina";"3";"49"
"2388";"servilletas rendipel x320 unidades  CJX15";"10000";"0";"30000";"36000";"1";"0";"97";"dripers andina ";"3";"49"
"2389";"vaso 5 onz vacan";"991136";"13696";"1666";"2100";"0";"1";"127";"marplast";"3";"79"
"2390";"vaso 5 onz vacan CJX60";"9908";"103";"100000";"120000";"0";"1";"127";"marplast";"3";"79"
"2391";"vaso 7 onz vacan";"87351";"13155";"1666";"2100";"1";"1";"127";"vacan ";"3";"79"
"2392";"vaso 7 onz vacan CJX60";"9966";"44";"100000";"120000";"1";"1";"127";"vacan";"3";"79"
"2393";"vaso 9 onz UNIDAD";"6450";"1543";"2400";"3000";"1";"1";"127";"bbc";"3";"79"
"2394";"vaso 12 onz CJX40";"9067";"1197";"2700";"3400";"1";"1";"127";"bbc";"3";"79"
"2395";"plato ponque CJX24";"2016";"4654";"2230";"2800";"1";"1";"95";"darnel";"3";"47"
"2396";"plato # 23 CJX24";"4725";"3036";"5132";"6400";"1";"1";"95";"darnel";"3";"47"
"2397";"plato # 26 CJX24";"8501";"673";"7041";"8500";"1";"1";"95";"darnel";"3";"47"
"2398";"plato ondo CJX24";"7409";"1240";"5072";"6300";"1";"1";"95";"darnel";"3";"47"
"2399";"vinipel 20 mtrs";"9668";"1811";"1020";"1500";"1";"1";"89";"camiflex";"3";"41"
"2400";"vinipel 20m pague 6 lleve 7";"9581";"71";"6120";"9000";"1";"1";"89";"camiflex";"3";"41"
"2401";"vinipel 50m pague6 lleve 7";"9734";"25";"12000";"18000";"1";"1";"89";"camiflex";"3";"41"
"2402";"vinipel 50 mtrs";"9771";"857";"2200";"3000";"1";"1";"89";"camiflex";"3";"41"
"2403";"vinipel 100 mtrs";"9303";"479";"3600";"4700";"1";"1";"89";"camiflex";"3";"41"
"2404";"vinipel 300 mtrs";"9755";"236";"9500";"11900";"1";"1";"89";"camiflex";"3";"41"
"2405";"vinipel 500 mtrs";"9562";"263";"13500";"18000";"1";"1";"89";"camiflex";"3";"41"
"2406";"vinipel 1500mtrs";"9952";"24";"55000";"68000";"1";"1";"89";"camiflex";"3";"41"
"2407";"pp pincho 25cmtrs";"9506";"239";"1900";"2300";"1";"1";"122";"sol";"3";"74"
"2408";"palillos 180 x12";"9675";"186";"5750";"7500";"1";"1";"122";"sol";"3";"74"
"2409";"palillos hamburguesas";"9892";"50";"11200";"14000";"1";"1";"122";"sol";"3";"74"
"2410";"aluminio 7 mtrs";"9249";"3945";"1650";"2500";"1";"1";"90";"champion";"3";"42"
"2411";"aluminio 16 mtrs";"9034";"930";"3300";"4500";"1";"1";"90";"champion";"3";"42"
"2412";"aluminio 40 mtrs";"9576";"251";"7500";"10000";"1";"1";"90";"champion";"3";"42"
"2413";"mezclador plastico x30";"9937";"130";"17000";"22000";"1";"0";"113";"plastico";"3";"65"
"2414";"mezclador plastico  unidad";"9564";"1201";"700";"800";"1";"0";"113";"plastico";"3";"65"
"2415";"mezclador madera x500";"7730";"283";"3400";"4500";"1";"1";"106";"madera";"3";"58"
"2416";"guante manipulacion";"7402";"1833";"2015";"2500";"1";"1";"114";"plastifamilia ";"3";"66"
"2417";"copa aguardientera ";"10000";"262";"1135";"1300";"1";"0";"93";"conchita ";"3";"45"
"2418";"vinipel 300 mtrs negro";"10000";"20";"8250";"14000";"1";"0";"89";"camiflex";"3";"41"
"2419";"cuchara pequeña x20";"8095";"1320";"850";"1000";"1";"1";"94";"cudecool";"3";"46"
"2420";"cuchara grande  x20";"7290";"1815";"1100";"1400";"1";"1";"94";"cudecool";"3";"46"
"2421";"tenedor pequeño x20";"8681";"636";"850";"1000";"1";"1";"94";"cudecool";"3";"46"
"2422";"tenedor grande x20";"7940";"1383";"1100";"1400";"1";"1";"94";"cudecool";"3";"46"
"2423";"cuchillo grande x20";"9751";"157";"1040";"1300";"1";"1";"94";"cudecool";"3";"46"
"2424";"tenedor grande x100";"9618";"479";"3800";"4800";"1";"1";"94";"cudecool";"3";"46"
"2425";"cuchara grande  x100";"9380";"498";"3800";"4800";"1";"1";"94";"cudecool";"3";"46"
"2426";"cuchillo grande x100";"9899";"176";"3000";"4200";"1";"1";"94";"cudecool";"3";"46"
"2427";"aromatica salamanca maracuya x25 sobres  x12";"8847";"1236";"3583";"4500";"1";"1";"119";NULL;"3";"71"
"2428";"aromatica salamanca maracuyá  x12";"9961";"73";"43000";"52000";"1";"1";"119";NULL;"3";"71"
"2429";"super bonder x12";"10000";"26";"6000";"9000";"0";"0";"128";NULL;"3";"80"
"2430";"cherry Betun x 12 unidades negro";"10000";"26";"10500";"13200";"1";"0";"129";NULL;"3";"81"
"2431";"super bonder x12";"10000";"0";"6000";"9000";"1";"0";"128";NULL;"3";"80"
"2432";"Super bonder original";"9266";"341";"3333";"4100";"1";"1";"128";NULL;"3";"80"
"2433";"Pegante Macao x12unidades";"8533";"648";"7500";"10800";"1";"1";"130";NULL;"3";"82"
"2434";"Encendedor vin x 25  piedra gr 1unidad";"9792";"218";"11000";"16000";"1";"1";"130";NULL;"3";"82"
"2435";"Almendras ítalo pequeñas";"10000";"161";"1600";"1900";"1";"0";"131";NULL;"3";"83"
"2436";"jabón puro X unidad";"10000";"0";"600";"800";"1";"0";"132";NULL;"3";"84"
"2437";"jabón puro x25";"10000";"0";"15000";"20000";"1";"0";"132";NULL;"3";"84"
"2438";"Frunas x 32 unidades";"10000";"0";"3600";"4300";"1";"0";"84";NULL;"3";"36"
"2439";"Blance clinical x20 hombre";"10000";"0";"8050";"10200";"1";"0";"135";NULL;"3";"87"
"2440";"Balance clinical gel  mujer";"10000";"22";"8900";"11000";"1";"0";"135";NULL;"3";"87"
"2441";"Balance clinical crema mujer";"9999";"123";"10500";"16600";"1";"0";"135";NULL;"3";"87"
"2442";"Balance clinical crema hombre";"10000";"126";"10500";"16600";"1";"0";"135";NULL;"3";"87"
"2443";"Cepillo dental happy tooth x  12 adulto";"9992";"154";"9000";"15000";"1";"0";"133";NULL;"3";"85"
"2444";"Cepillo dental happy tooth x  12 adulto";"10000";"154";"9000";"15000";"1";"0";"134";NULL;"3";"85"
"2445";"Cepillo dental happy tooth x  12 adulto";"9924";"153";"9000";"15000";"1";"0";"133";NULL;"3";"86"
"2446";"Cepillo dental happy tooth x  12 adulto";"10000";"154";"9000";"15000";"1";"0";"134";NULL;"3";"86"
"2447";"Cepillo dental happy tooth x12 niño";"9993";"25";"9000";"15000";"1";"0";"133";NULL;"3";"85"
"2448";"Cepillo dental happy tooth x12 niño";"10000";"25";"9000";"15000";"1";"0";"134";NULL;"3";"85"
"2449";"Cepillo dental happy tooth x12 niño";"10000";"25";"9000";"15000";"1";"0";"133";NULL;"3";"86"
"2450";"Cepillo dental happy tooth x12 niño";"9998";"25";"9000";"15000";"1";"0";"134";NULL;"3";"86"
"2451";"Gel ego x15 unidades atracción";"8650";"940";"9000";"13800";"1";"1";"126";NULL;"3";"78"
"2452";"Gel ego x15 unidades Xtreme";"9575";"294";"9200";"13800";"1";"1";"126";NULL;"3";"78"
"2453";"Gel ego x15 unidades Alfa";"10000";"0";"9200";"10500";"1";"0";"81";NULL;"3";"33"
"2454";"ibluflash x 8 unidades";"10000";"1";"8800";"11200";"1";"0";"136";"MK";"3";"88"
"2455";"Noxpirin polvo x24 dia";"9980";"12";"47000";"58000";"1";"1";"111";NULL;"3";"63"
"2456";"Noxpirin polvo x24 Noche";"9947";"15";"47000";"58000";"1";"1";"138";NULL;"3";"90"
"2457";"Noxpirin polvo x12 dia";"9938";"14";"23500";"29000";"1";"1";"138";NULL;"3";"90"
"2458";"Noxpirin polvo x12 noche";"9861";"18";"23500";"29000";"1";"1";"138";NULL;"3";"90"
"2459";"Servilletas rendipel  x 300";"7662";"903";"3200";"3600";"1";"1";"139";NULL;"3";"91"
"2460";"Servilletas rendipel caja X15 Unidades";"9437";"274";"45000";"53000";"1";"1";"139";NULL;"3";"91"
"2461";"clover 12 x 14unidades";"10000";"156";"6500";"8700";"1";"0";"108";NULL;"3";"60"
"2462";"Veladora # 1 X12 blanca";"9791";"126";"8000";"10800";"1";"1";"137";NULL;"3";"89"
"2463";"Veladora # 1 X12 color";"9836";"99";"8000";"10800";"1";"1";"137";NULL;"3";"89"
"2464";"Veladora #2 x12 Blanca";"10000";"4";"8800";"11000";"1";"0";"137";NULL;"3";"89"
"2465";"Veladora #2 x12 color";"10000";"2";"8800";"11000";"1";"0";"137";NULL;"3";"89"
"2466";"Veladora # 3 X12 blanca";"10000";"5";"11000";"13800";"1";"0";"137";NULL;"3";"89"
"2467";"Veladora # 3 X12 Color";"10000";"10";"11000";"13800";"1";"0";"137";NULL;"3";"89"
"2468";"Veladora # 4 X12 blanca";"9648";"168";"21500";"26850";"1";"1";"137";NULL;"3";"89"
"2469";"Veladora # 4 X12 Color";"9795";"123";"21500";"26850";"1";"1";"137";NULL;"3";"89"
"2470";"Veladora # 5 X12 blanca";"10000";"2";"20600";"25800";"1";"0";"137";NULL;"3";"89"
"2471";"Veladora # 5 X12 color";"10000";"6";"20600";"25800";"1";"0";"137";NULL;"3";"89"
"2472";"Veladora # 6 X12 blanca";"10000";"3";"29000";"36300";"1";"0";"137";NULL;"3";"89"
"2473";"Veladora # 6 X12 color";"10000";"0";"29000";"36300";"1";"0";"137";NULL;"3";"89"
"2474";"VELADORA # 7 X 12 blanca";"10000";"0";"52800";"66000";"1";"0";"137";NULL;"3";"89"
"2475";"Velon # 8 unidad";"10000";"0";"7300";"10000";"1";"0";"137";NULL;"3";"89"
"2476";"escoba automóvil  lavado";"10000";"15";"7100";"8900";"1";"0";"81";NULL;"3";"33"
"2477";"saca agua 1A";"9904";"38";"6200";"7800";"1";"1";"81";NULL;"3";"33"
"2478";"coffedelight x100 CJX18 blando";"9851";"98";"10600";"13500";"1";"1";"92";NULL;"3";"44"
"2479";"Fab 100g 12X13";"9938";"50";"12000";"18000";"1";"1";"126";NULL;"3";"78"
"2480";"Fab 225g 12X13";"9956";"29";"24500";"33000";"1";"1";"126";NULL;"3";"78"
"2481";"copa 1oz vbc";"4079";"2830";"1428";"1800";"1";"1";"127";NULL;"3";"79"
"2482";"Gratis salsa fruko x120 g";"9904";"123";"0";"0";"1";"0";"126";NULL;"3";"78"
"2483";"Vaso 9 0nz cj x 40";"10000";"5";"96000";"112000";"1";"1";"127";NULL;"3";"79"
"2484";"vela decorativa X6 unidades";"10000";"0";"600";"800";"1";"0";"137";NULL;"3";"89"
"2485";"sanpic vainilla 12x13";"10000";"0";"8500";"9600";"1";"1";"91";NULL;"3";"43"
"2486";"protex surtido X6";"9569";"433";"15000";"19800";"1";"1";"91";NULL;"3";"43"
"2487";"protex surtido X12";"9824";"230";"30000";"39600";"1";"1";"91";NULL;"3";"43"
"2488";"Aromática salamanca maracuya";"10000";"0";"1980";"2300";"0";"0";"81";NULL;"3";"33"
"2489";"Encendedor vin x 25  tic tac gr 1 unidad";"9773";"220";"11000";"16000";"1";"1";"130";NULL;"3";"82"
"2490";"Tapabocas blanco X 50 Unidades";"9936";"158";"11250";"11000";"1";"1";"111";NULL;"3";"63"
"2491";"Balance clinical gel  hombre";"10000";"40";"9000";"11000";"1";"0";"138";NULL;"3";"90"
"2492";"guante milenio T.L negro";"9922";"61";"27600";"40000";"1";"1";"104";NULL;"3";"56"
"2493";"jabon big x25 unidades";"10000";"0";"14000";"20000";"1";"0";"81";NULL;"3";"33"
"2494";"JABON BIG X UNIDAD";"10000";"0";"600";"800";"1";"0";"81";NULL;"3";"33"
"2495";"savital  ac multivitaminas x 20";"9603";"286";"14000";"20200";"1";"1";"126";NULL;"3";"78"
"2496";"Pilas AA everredy";"10000";"22";"10125";"12500";"0";"0";"91";NULL;"3";"43"
"2497";"pax surtido  x 12";"9972";"31";"25750";"30500";"0";"1";"111";NULL;"3";"63"
"2498";"creolina";"9988";"41";"1000";"1200";"0";"0";"118";NULL;"3";"70"
"2499";"ibuflash X 12 uni";"9947";"64";"13000";"24000";"0";"1";"111";NULL;"3";"63"
"2500";"aromatica salamanca frutos rojos x 12";"9892";"143";"43000";"52000";"0";"1";"119";NULL;"3";"71"
"2501";"aromáticas limón x12 unidades";"10000";"0";"22";"26400";"0";"0";"119";NULL;"3";"71"
"2502";"aromática limón x12";"10000";"0";"22";"26400";"0";"0";"119";NULL;"3";"71"
"2503";"aromatica salamanca naranja x 12";"9997";"15";"43000";"52000";"0";"1";"119";NULL;"3";"71"
"2504";"aromatica salamanca manzanilla x 12";"9993";"15";"36000";"44000";"0";"0";"119";NULL;"3";"71"
"2505";"aromatica salamanca limon x 12";"9993";"25";"43000";"52000";"0";"1";"119";NULL;"3";"71"
"2506";"colgate x 22ml x12";"9680";"210";"20000";"25100";"0";"1";"91";NULL;"3";"43"
"2507";"vinipel x 200mts vaso";"9728";"100";"4500";"5200";"0";"1";"89";NULL;"3";"41"
"2508";"shampo sedal celulas madre x12";"10000";"55";"5220";"6900";"1";"0";"126";NULL;"3";"78"
"2509";"ac sedal células madre x12";"10000";"16";"4688";"6900";"1";"0";"126";NULL;"3";"78"
"2510";"crema  sedal celulas madre x12";"10000";"27";"4688";"6900";"1";"0";"126";NULL;"3";"78"
"2511";"mezclador  x 500 pagu6 lleve 7";"9993";"81";"16500";"27000";"0";"1";"122";NULL;"3";"74"
"2512";"vaselina pura grande";"9996";"2";"11500";"14500";"1";"1";"111";NULL;"3";"63"
"2513";"savital sh argan x20";"9770";"160";"14000";"20200";"0";"1";"126";NULL;"3";"78"
"2514";"savital sh anticaspa x 20";"9958";"78";"10500";"16900";"0";"0";"126";NULL;"3";"78"
"2515";"Guante calibre 35 talla 10";"9863";"39";"4466";"5300";"0";"1";"104";NULL;"3";"56"
"2516";"Balance normal duo";"10000";"18";"8900";"11000";"0";"0";"91";NULL;"3";"43"
"2517";"aromática salamanca limón x 12";"10000";"0";"22000";"36000";"0";"0";"119";NULL;"3";"71"
"2518";"Pantene tarro pague 1lleve 2";"10000";"0";"10000";"12000";"0";"0";"91";NULL;"3";"43"
"2519";"Tenedor x 100 pequeño";"10000";"0";"1300";"1700";"0";"0";"94";NULL;"3";"46"
"2520";"Distran triple acción";"10000";"0";"14000";"15600";"0";"0";"111";NULL;"3";"63"
"2521";"bloqueador arawak caja x12";"9722";"28";"20000";"25000";"0";"1";"111";NULL;"3";"63"
"2522";"protectores  x 15 nosotras";"9968";"52";"1450";"1800";"0";"1";"99";NULL;"3";"51"
"2523";"copitos pequeños x 12";"10000";"5";"7000";"9000";"0";"0";"91";NULL;"3";"43"
"2524";"aromaticas salamanca mandarina x12";"9996";"11";"36000";"44000";"0";"0";"119";NULL;"3";"71"
"2525";"Halls tubo yerbabuenax12cjx30";"9971";"50";"16375";"19200";"0";"1";"82";NULL;"3";"34"
"2526";"blancox ropa colorx400ml";"10000";"70";"1000";"1300";"0";"0";"91";NULL;"3";"43"
"2527";"buscapina compuesta x15";"9898";"36";"19500";"24500";"0";"1";"111";NULL;"3";"63"
"2528";"buscapina fem x12";"10000";"6";"16500";"19900";"0";"0";"111";NULL;"3";"63"
"2529";"sevedol azul x 24";"9999";"1";"19000";"22000";"0";"0";"111";NULL;"3";"63"
"2530";"pitillos";"10000";"24";"900";"1800";"0";"0";"113";NULL;"3";"65"
"2531";"guante calibre 35 talla 10";"10000";"7";"2787";"3400";"0";"0";"104";NULL;"3";"56"
"2532";"aromatica salamanca yerbabuena x 12";"9996";"13";"43000";"52000";"0";"1";"119";NULL;"3";"71"
"2533";"aromatica salamanca cidron x 12";"9994";"6";"43000";"52000";"0";"1";"119";NULL;"3";"71"
"2534";"esferas frutales x 250 g";"10000";"28";"2000";"2600";"0";"0";"112";NULL;"3";"64"
"2535";"pilas everredy AAA";"10000";"10";"11250";"12500";"0";"1";"88";NULL;"3";"40"
"2536";"protex omega";"9978";"63";"2500";"3300";"0";"1";"91";NULL;"3";"43"
"2537";"buscapina fem x 12";"9867";"48";"16500";"21000";"0";"1";"111";NULL;"3";"63"
"2538";"buscapina compuesta x 15";"10000";"0";"14000";"18000";"0";"0";"111";NULL;"3";"63"
"2539";"blancox naturalx 500ml";"10000";"36";"650";"800";"0";"0";"109";NULL;"3";"61"
"2540";"pebeteros x 6";"10000";"49";"650";"800";"0";"1";"137";NULL;"3";"89"
"2541";"savital cr elixir de romerox20";"9661";"-2";"14000";"20200";"0";"1";"126";NULL;"3";"78"
"2542";"guante milenio T. S negro";"9928";"0";"26000";"40000";"0";"1";"104";NULL;"3";"56"
"2543";"sparkies x 20";"9997";"0";"14168";"21500";"0";"0";"82";NULL;"3";"34"
"2544";"Blancox repuesto natural";"10000";"0";"600";"800";"0";"0";"81";NULL;"3";"33"
"2545";"Aspirina efervecente x 25";"9751";"-2";"17500";"24500";"0";"1";"111";NULL;"3";"63"
"2546";"Aspirina efervescente x 50";"9890";"0";"35000";"49000";"0";"1";"111";NULL;"3";"63"
"2547";"Tapa bocas niño";"9900";"-1";"11000";"11000";"0";"1";"111";NULL;"3";"63"
"2548";"Escoba italiana dura";"9793";"0";"5783";"7900";"0";"1";"81";NULL;"3";"33"
"2549";"Guante nitrilo t. m";"10000";"0";"28000";"48000";"0";"0";"104";NULL;"3";"56"
"2550";"Palmoline x6";"9687";"-5";"1458";"18000";"0";"1";"91";NULL;"3";"43"
"2551";"Palmolive x12";"9966";"0";"29166";"36000";"0";"1";"91";NULL;"3";"43"
"2552";"velonx12 #1 surtido";"10000";"0";"25000";"30000";"0";"0";"120";NULL;"3";"72"
"2553";"velonx12 #2 surtido";"10000";"0";"30000";"36000";"0";"0";"120";NULL;"3";"72"
"2554";"velonx12 #3 surtido";"10000";"0";"35000";"42000";"0";"0";"120";NULL;"3";"72"
"2555";"velonx12 #4 surtido";"10000";"0";"39000";"46800";"0";"0";"120";NULL;"3";"72"
"2556";"velonx12#5 surtido";"10000";"0";"44000";"52800";"0";"0";"120";NULL;"3";"72"
"2557";"Velon x 12 # 1 blanca";"10000";"0";"25000";"30000";"0";"0";"120";NULL;"3";"72"
"2558";"Velonx12 # 2 blanco";"10000";"0";"30000";"36000";"0";"0";"120";NULL;"3";"72"
"2559";"Velonx 12 # 3 blanco";"10000";"0";"35000";"42000";"0";"0";"120";NULL;"3";"72"
"2560";"Velonx12 # 4 blanco";"10000";"0";"39000";"46800";"0";"0";"120";NULL;"3";"72"
"2561";"Velonx12# 5 blanco";"10000";"0";"44000";"52800";"0";"0";"120";NULL;"3";"72"
"2562";"Velon # 6 blanco";"10000";"0";"4333";"5300";"0";"0";"120";NULL;"3";"72"
"2563";"Velon # 6 color";"10000";"0";"4333";"5300";"0";"0";"120";NULL;"3";"72"
"2564";"Velon # 7 color";"10000";"0";"6500";"7900";"0";"0";"120";NULL;"3";"72"
"2565";"Velon #7 blanco";"9539";"-2";"6500";"8100";"0";"1";"120";NULL;"3";"72"
"2566";"Tumix surtido x 100";"9633";"-3";"9050";"11500";"0";"1";"92";NULL;"3";"44"
"2567";"Aspirina efervescente  x 12";"9998";"0";"9000";"11200";"0";"0";"111";NULL;"3";"63"
"2568";"contenedorx20 16 0nz";"9870";"-1";"8580";"10800";"0";"1";"95";NULL;"3";"47"
"2569";"contenedorx20 24 0nz";"9666";"-1";"10500";"13000";"0";"1";"95";NULL;"3";"47"
"2570";"bandeja j-1 x 20";"9314";"-8";"7607";"9500";"0";"1";"95";NULL;"3";"47"
"2571";"Aromatel manzana x 180ml";"6676";"-12";"1200";"1500";"0";"1";"126";NULL;"3";"78"
"2572";"Aromatel floral x 180ml";"5606";"-28";"1200";"1500";"0";"1";"126";NULL;"3";"78"
"2573";"Aromatel manzana x 400ml";"8029";"0";"1813";"2450";"0";"1";"126";NULL;"3";"78"
"2574";"Aromatel floral x 400ml";"7770";"-6";"1813";"2450";"0";"1";"126";NULL;"3";"78"
"2575";"Molde lasaña";"9765";"0";"3966";"4950";"0";"1";"95";NULL;"3";"47"
"2576";"sal de frutas x 26";"9909";"-2";"58000";"74500";"0";"1";"111";NULL;"3";"63"
