"iditem";"nombre";"saldo";"compromiso";"costo";"precio";"impuesto";"activo";"categoria";"estado";"idempresa";"casa"
"2577";"duraflex forte x 8";"10000";"0";"7000";"9000";"0";"0";"111";NULL;"3";"63"
"2578";"noraver noche x8";"10000";"0";"9000";"13000";"0";"0";"111";NULL;"3";"63"
"2579";"savital sh fusion proteinas";"9810";"0";"10950";"16500";"0";"0";"126";NULL;"3";"78"
"2580";"savital ac elixir de romero";"9959";"0";"14000";"20200";"0";"1";"126";NULL;"3";"78"
"2581";"savital cr multivitaminas x 20";"9937";"0";"14000";"20200";"0";"1";"126";NULL;"3";"78"
"2582";"sal de frutas x10";"9963";"-2";"22300";"28700";"0";"0";"111";NULL;"3";"63"
"2583";"Bonfiest x 32";"9838";"-33";"89000";"112000";"0";"1";"111";NULL;"3";"63"
"2584";"bonfiest x16";"9495";"-63";"44500";"56000";"0";"1";"111";NULL;"3";"63"
"2585";"tapabocas negro x 50 unidades";"9732";"-2";"11000";"12000";"0";"1";"111";NULL;"3";"63"
"2586";"Plato pando # 18";"9200";"0";"3025";"3800";"0";"1";"95";NULL;"3";"47"
"2587";"Pañitos húmedos x 15";"10000";"-5";"9000";"1200";"0";"1";"111";NULL;"3";"63"
"2588";"Facturero autocopiante";"10000";"0";"1200";"1500";"0";"0";"89";NULL;"3";"41"
"2589";"Bandeja j-2 x 20";"9554";"-7";"7607";"9500";"0";"1";"95";NULL;"3";"47"
"2590";"Gaviscon x12";"109927";"0";"28500";"34000";"0";"1";"111";NULL;"3";"63"
"2591";"Gel ego ultra intense";"9822";"0";"9000";"13800";"0";"0";"126";NULL;"3";"78"
"2592";"Maggi cgallina dsmzdo x 30";"10000";"0";"10000";"12050";"0";"0";"126";NULL;"3";"78"
"2593";"Maggi cal cst dsmzado x30";"10000";"0";"10000";"12050";"0";"0";"126";NULL;"3";"78"
"2594";"alkaseltzer x 14 unidades";"9993";"0";"8200";"10900";"0";"0";"111";NULL;"3";"63"
"2595";"Trident x 24 yerbabuena";"9978";"0";"18250";"21700";"0";"1";"82";NULL;"3";"34"
"2596";"3D 125g obsequio";"10000";"0";"0";"0";"0";"0";"126";NULL;"3";"78"
"2597";"3D 250g obsequio";"10000";"0";"0";"0";"0";"0";"126";NULL;"3";"78"
"2598";"3D 500g obsequio";"10000";"0";"0";"0";"0";"0";"126";NULL;"3";"78"
"2599";"Guante unidad obsequio";"9998";"0";"0";"0";"0";"0";"104";NULL;"3";"56"
"2600";"Aromatel mandarina x 180ml";"8561";"-6";"1200";"1500";"0";"1";"126";NULL;"3";"78"
"2601";"Aromatel coco x 180ml";"8737";"-3";"1200";"1500";"0";"1";"126";NULL;"3";"78"
"2602";"betun bowy pastax 12 negro";"9918";"-2";"12500";"17000";"0";"1";"88";NULL;"3";"40"
"2603";"betun bowy pastax12 cafe";"9990";"-1";"12500";"17000";"0";"1";"88";NULL;"3";"40"
"2604";"Aromatica salamanca frutos tropical";"10000";"0";"2250";"3100";"0";"0";"119";NULL;"3";"71"
"2605";"Pantene sh colágeno x 12";"9562";"-4";"8500";"11500";"0";"1";"91";NULL;"3";"43"
"2606";"Vinipel x 100mts 6x7";"9973";"0";"21600";"28200";"0";"1";"89";NULL;"3";"41"
"2607";"alcohol industrial x 375ml";"9688";"-3";"2500";"3300";"0";"1";"118";NULL;"3";"70"
"2608";"Escoba zulia  original";"8806";"-36";"5450";"6800";"0";"1";"81";NULL;"3";"33"
"2609";"aromatica salamanca lulo x 12";"9995";"-1";"43000";"52000";"0";"1";"119";NULL;"3";"71"
"2610";"Maizena instantánea x 12";"10000";"0";"0";"15000";"0";"0";"126";NULL;"3";"78"
"2611";"trident x 60 yerbabuenaCJ X 40";"9980";"0";"12327";"14900";"0";"1";"82";NULL;"3";"34"
"2612";"Rexona tubo dama";"9563";"-10";"2736";"3400";"0";"1";"126";NULL;"3";"78"
"2613";"Rexona tubo hombre";"9667";"-6";"2736";"3400";"0";"1";"126";NULL;"3";"78"
"2614";"savital sh multioleos";"9961";"0";"13000";"16500";"0";"0";"126";NULL;"3";"78"
"2615";"lonja bocadillo 12x13";"9803";"-1";"17400";"24000";"0";"1";"92";NULL;"3";"44"
"2616";"guante milenio azul t.s";"9981";"0";"33950";"40000";"0";"1";"104";NULL;"3";"56"
"2617";"guante milenio azul t.l";"9988";"0";"33950";"40000";"0";"1";"104";NULL;"3";"56"
"2618";"Salsa mayonesa fruco x 150g -11x12";"10000";"0";"16500";"20900";"0";"0";"126";NULL;"3";"78"
"2619";"jabon de baño lefragance";"10000";"0";"1541";"1950";"0";"1";"91";NULL;"3";"43"
"2620";"colgate x60 menta  X6";"10000";"0";"15000";"19000";"0";"0";"91";NULL;"3";"43"
"2621";"Traperox1000plus bicolor";"9831";"-2";"8033";"10000";"0";"1";"81";NULL;"3";"33"
"2622";"TraperJumbo ref 1500 bicolor";"9998";"0";"9600";"12000";"0";"0";"81";NULL;"3";"33"
"2623";"trapero jumbo ref.1500 bicolor";"9950";"-1";"12917";"16150";"0";"1";"81";NULL;"3";"33"
"2624";"savital tratamiento elíxir de romerox12";"9851";"-1";"12000";"17000";"0";"1";"126";NULL;"3";"78"
"2625";"Rexona dama y caballero x 20 gratis 2 rexona tubo";"9990";"0";"25000";"41600";"0";"1";"126";NULL;"3";"78"
"2626";"Vaso whau 5 onzas";"9427";"-42";"1750";"2200";"0";"1";"127";NULL;"3";"79"
"2627";"Vaso whau 5 onzas x 60";"9992";"0";"105000";"126000";"0";"1";"127";NULL;"3";"79"
"2628";"suavisante  limpiaya x 2000ml 12x13";"9910";"-27";"79692";"99600";"0";"1";"98";"Escaso";"3";"50"
"2629";"Guante nitrilo azul talla M";"9920";"-2";"16000";"23000";"0";"1";"104";NULL;"3";"56"
"2630";"Guante nitrilo negro talla M";"9742";"-2";"16000";"23000";"0";"1";"104";NULL;"3";"56"
"2631";"Noxpirin sobre nochex 24";"10000";"0";"25000";"30000";"0";"0";"111";NULL;"3";"63"
"2632";"Aromatel x400ml mandarina";"9374";"0";"1813";"2450";"0";"1";"126";NULL;"3";"78"
"2633";"Aromatel x400ml coco";"9426";"0";"1813";"2450";"0";"1";"126";NULL;"3";"78"
"2634";"Dove desodorante x10";"9988";"0";"9600";"10500";"0";"1";"126";NULL;"3";"78"
"2635";"Savital sh hialurónico x20";"9811";"-4";"13000";"16500";"0";"0";"126";NULL;"3";"78"
"2636";"Savital ac hialuronicox20";"9959";"0";"14000";"20200";"0";"1";"126";NULL;"3";"78"
"2637";"Savital  cr argan rizosx20";"9953";"0";"14000";"20200";"0";"1";"126";NULL;"3";"78"
"2638";"Aluminio 300 mts";"9996";"0";"55000";"68000";"0";"1";"89";NULL;"3";"41"
"2639";"Aluminio 7m 6x7";"9116";"-7";"11550";"15000";"0";"1";"90";NULL;"3";"42"
"2640";"Vaso cartón 7 onzas";"5662";"-84";"3250";"4000";"0";"1";"127";NULL;"3";"79"
"2641";"Gelatina estrella bolsa x 20";"9473";"-2";"8300";"11500";"0";"0";"92";NULL;"3";"44"
"2642";"Gelatina Fruit jelly tarro x 55";"9735";"-4";"27500";"32500";"0";"1";"92";NULL;"3";"44"
"2643";"tenedor pequeño x 100";"9960";"0";"2150";"2900";"0";"1";"94";NULL;"3";"46"
"2644";"Guante multipropósito talla7/2";"8960";"-2";"2160";"2600";"0";"1";"104";NULL;"3";"56"
"2645";"Guante multipropósito talla 8";"9012";"-2";"2160";"2600";"0";"1";"104";NULL;"3";"56"
"2646";"Guante multipropósito talla 8/2";"9264";"-2";"2160";"2600";"0";"1";"104";NULL;"3";"56"
"3099";"Obsequio aromatel x180ml";"9833";"-3";"0";"0";"0";"1";"126";NULL;"3";"78"
"3100";"MEZCLADOR ECOLOGICO PLANO*500";"868";"-6";"3450";"4590";"0";"1";"5";NULL;"2";"2"
"3101";"LOKIÑO*100 UND";"71";"-50";"6675";"8364";"0";"1";"3";NULL;"2";"24"
"3102";"Velitas navidad x30";"9932";"-1";"0";"31500";"0";"1";"120";NULL;"3";"72"
"3103";"Elite duo rollazox 24";"9992";"0";"0";"48000";"0";"0";"99";NULL;"3";"51"
"3104";"GUANTE HD NEGRO*25 PARES TL S";"78";"-3";"35000";"44880";"0";"1";"2";NULL;"2";"14"
"3105";"BOMBON BARRILETE*24 UND";"32";"-1";"5520";"8058";"0";"0";"3";NULL;"2";"24"
"3106";"CONDIMENTO COMPLETISIMO*36UND";"908";"-23";"13200";"16104";"0";"1";"7";NULL;"2";"7"
"3107";"ROLLON DR LOOK*10 UND";"979";"-5";"24600";"30192";"0";"1";"3";NULL;"2";"8"
"3108";"JUEGO PLATO Y VASO METALIZADO FC*10";"90";"-10";"4400";"6120";"0";"1";"145";NULL;"2";"2"
"3109";"Vaso cartón 5 onzas";"97534";"-45";"2750";"3600";"0";"1";"127";NULL;"3";"79"
"3110";"VELA ACANALADA*12 UND*22PAQT";"8348";"-29";"3800";"4636";"0";"1";"147";NULL;"2";"15"
"3111";"MAQUINA DORCO DAMA*24 UND";"966";"-3";"12000";"15300";"0";"1";"2";NULL;"2";"14"
"3112";"PIRULITO MANGOS LIMON Y SAL*48UND";"18";"-4";"7300";"8906";"0";"1";"3";NULL;"2";"7"
"3113";"Vaso cartón 9 onzas";"9393";"-1";"4000";"5000";"0";"1";"127";NULL;"3";"79"
"3114";"KATORI PAPEL INSECTICIDA*20 LIBROS";"23";"-4";"15500";"18972";"0";"0";"1";NULL;"2";"14"
"3115";"JERINGA BEGUT *5ML *50UND";"85";"0";"12000";"16320";"0";"1";"4";NULL;"2";"14"
"3116";"Cera ego x 10";"9274";"-4";"1050";"11800";"0";"1";"126";NULL;"3";"78"
"3117";"Vive 100 x 240ml sixpack";"99856";"0";"9000";"7200";"0";"1";"126";NULL;"3";"78"
"3118";"VELA NAVIDEÑA*30 PQT";"60";"-1";"29000";"35496";"0";"1";"7";NULL;"2";"25"
"3119";"GEL EGO TARRO 110ML";"453";"-90";"2490";"3009";"0";"1";"2";NULL;"2";"25"
"3120";"BAJA LENGUAS DE MADERA*20 UND";"40";"0";"1700";"2142";"0";"1";"4";NULL;"2";"14"
"3121";"CLOROX ROPA COLOR*450 ML";"779";"0";"3126";"3825";"0";"1";"1";NULL;"2";"4"
"3122";"PALO PALETA*1000 UND";"60";"-2";"15500";"19380";"0";"1";"11";NULL;"2";"11"
"3123";"Scott rollo x30";"99999";"0";"30000";"37500";"0";"1";"97";NULL;"3";"91"
"3124";"cocacola x 400ml x12";"99970";"0";"12000";"24000";"0";"0";"82";NULL;"3";"34"
"3125";"MOÑO MAGICO GRANDE*3";"28";"-2";"11400";"15708";"0";"1";"145";NULL;"2";"2"
"3126";"PALO Y COPA *100";"91";"-6";"6000";"8262";"0";"1";"145";NULL;"2";"2"
"3127";"CAJA MATYU *3 UND";"34";"-1";"6600";"9180";"0";"1";"145";NULL;"2";"2"
"3128";"JUEGO PLATO Y VASO METALIZ LISO*10";"30";"0";"4400";"6120";"0";"1";"145";NULL;"2";"2"
"3129";"FRUTIÑO SURTIDO*20 UND";"475";"-9";"16700";"20400";"0";"1";"7";NULL;"2";"25"
"3130";"alcohol industrial x 700ml botella";"999892";"-4";"5000";"6600";"0";"1";"118";NULL;"3";"70"
"3131";"pitillos plasticos x200 unidades";"9999948";"0";"4500";"5700";"0";"1";"107";NULL;"3";"59"
"3132";"MIELTERTOS NOCHE*6UND";"19014";"-17";"10000";"12240";"0";"1";"4";NULL;"2";"15"
"3133";"MIELTERTOS DIA*6 UND";"936";"-5";"10000";"12240";"0";"1";"4";NULL;"2";"15"
"3134";"MIELTERTOS MASTICABLE*12SOBR*4 PAST";"39";"-2";"19500";"23868";"0";"1";"4";NULL;"2";"15"
"3135";"NOSOTRAS NOCTURNA *4 UND";"36";"-3";"2700";"3350";"0";"1";"2";NULL;"2";"12"
"3136";"Jabón de barra líquido x1000ml";"999976";"-2";"4322";"5500";"0";"0";"98";NULL;"3";"50"
"3137";"PAPEL ELITE MAX RESIST*30 UND";"82";"-5";"31500";"38556";"0";"1";"1";NULL;"2";"18"
"3138";"tomate fruco x 400g";"9974";"0";"5916";"8500";"0";"0";"126";NULL;"3";"78"
"3139";"mayonesa fruco x 380g";"9985";"0";"6164";"8800";"0";"0";"126";NULL;"3";"78"
"3140";"CURAS PARA NIÑOS *90 UND";"93";"-2";"9000";"10980";"0";"1";"4";NULL;"2";"14"
"3141";"Gratis 2 sobres tratamiento Dove";"99991";"0";"0";"0";"0";"0";"126";NULL;"3";"78"
"3142";"CAJA VASO 7 VACAN TRANS *60UND";"43";"-1";"102000";"124440";"0";"1";"5";NULL;"2";"2"
"3143";"PAÑALES PARA PISCINA NIÑO*10 UND";"91";"-2";"32000";"38760";"0";"1";"2";NULL;"2";"15"
"3144";"Cuchara pequeña x100";"99840";"0";"1800";"2800";"0";"1";"90";NULL;"3";"42"
"3145";"BIG BEN CLASICO *100UND";"82";"-4";"12371";"15249";"0";"1";"3";"Escaso";"2";"24"
"3146";"MICROPUNTA PELIKAN*10 UND";"49";"-1";"10600";"13260";"0";"1";"11";NULL;"2";"11"
"3147";"MICROPUNTA OFIES NEG*10UND";"67";"-5";"7200";"9588";"0";"1";"11";NULL;"2";"11"
"3148";"CINTA PARA DISPENS TRSP1/2 PULG*12";"989";"-2";"7500";"10098";"0";"1";"11";NULL;"2";"11"
"3149";"AROMATEL FLORAL*400ML";"9065";"-6";"1933";"2448";"0";"1";"1";NULL;"2";"25"
"3150";"AROMATEL MANZANA *400ML";"9522";"-4";"1900";"2448";"0";"1";"1";NULL;"2";"25"
"3151";"AROMATEL MANDARINA *400ML";"74";"0";"2640";"3264";"0";"1";"1";NULL;"2";"25"
"3152";"Matrix pague 6 lleve 7";"999887";"-4";"0";"47400";"0";"1";"109";NULL;"3";"61"
"3153";"CAJA VASO 9 TRASP WAU!*50 PQT";"99";"0";"172500";"210450";"0";"1";"5";NULL;"2";"2"
"3154";"CAJA VASO 10 WAU!*50PQT";"0";"0";"192500";"234850";"0";"1";"5";NULL;"2";"2"
"3155";"BOLIGRAFO GEL PUNTA FINA*12UND";"73";"0";"5000";"6324";"0";"1";"11";NULL;"2";"11"
"3156";"Guante nitrilo azul talla S";"9997";"0";"16000";"23000";"0";"1";"104";NULL;"3";"56"
"3157";"Guante nitrilo azul talla L";"9999965";"-1";"16000";"23000";"0";"1";"104";NULL;"3";"56"
"3158";"Guante nitrilo negro talla S";"99941";"0";"16000";"23000";"0";"1";"104";NULL;"3";"56"
"3159";"Guante nitrilo negro talla L";"9869";"0";"16000";"23000";"0";"1";"104";NULL;"3";"56"
"3160";"3d x 500 g 12 lleve 13";"99990";"0";"45900";"52800";"0";"0";"126";NULL;"3";"78"
"3161";"vaso 5 onz vacan 30 unidades";"99914";"-1";"50000";"60000";"0";"1";"127";NULL;"3";"79"
"3162";"vaso 7 onz vacan x30 unidades";"99964";"0";"50000";"60000";"0";"1";"127";NULL;"3";"79"
"3163";"Oro plata y sabra gratis golx6";"99987";"0";"13500";"18300";"0";"1";"109";NULL;"3";"61"
"3164";"macao tictac y piedra gratis super blue";"999861";"-5";"17000";"32000";"0";"0";"130";NULL;"3";"82"
"3165";"pantene sh equilibrio x12";"99943";"-1";"8500";"10000";"0";"0";"115";NULL;"3";"67"
"3166";"TAPA COPA SALSAS 1 1/2*100 UND";"72";"-1";"4700";"5763";"0";"1";"5";NULL;"2";"2"
"3167";"ALUMINIO 100 MTS UND";"3";"-2";"20200";"28560";"0";"1";"5";NULL;"2";"22"
"3168";"GUANTE CALIBRE 25*6 PQT";"540";"-63";"19350";"23868";"0";"1";"1";NULL;"2";"25"
"3169";"fab 700 gr";"999208";"-5";"6800";"7900";"0";"1";"126";NULL;"3";"78"
"3170";"VELA VOLCAN*6";"852";"-24";"4500";"6120";"0";"1";"145";NULL;"2";"2"
"3171";"BOMBA R12 *100 SURT";"448";"-31";"10000";"13770";"0";"1";"145";NULL;"2";"2"
"3172";"BOMBA R12 SURT*25UND";"41";"-44";"2500";"3876";"0";"1";"145";NULL;"2";"2"
"3173";"BOMBA FC*100 COLORES";"99";"-2";"13000";"19278";"0";"1";"145";NULL;"2";"2"
"3174";"VELA DEGRADE FC*3 SURT";"70";"0";"7500";"10404";"0";"0";"145";NULL;"2";"2"
"3175";"VELA BOTELLA SURT*3";"3";"-3";"3900";"5508";"0";"1";"145";NULL;"2";"2"
"3176";"BANNER PAPEL SURT*5UND";"3";"-4";"6000";"8262";"0";"1";"145";NULL;"2";"2"
"3177";"VELA PARAFINADA ESCARCHADA*3";"142";"-3";"4500";"6426";"0";"1";"145";NULL;"2";"2"
"3178";"CORTINA VARIEDAD COLOR*6";"56";"-6";"9000";"12546";"0";"1";"145";NULL;"2";"2"
"3179";"CONFETI COLORES*6";"96";"-5";"2400";"3366";"0";"1";"145";NULL;"2";"2"
"3180";"ESPUMA FIESTA UND";"16";"-5";"4800";"6630";"0";"1";"145";NULL;"2";"2"
"3181";"BOMBA R6 SURT *200";"280";"-1";"8000";"11016";"0";"1";"145";NULL;"2";"2"
"3182";"DIADEMA METAL ESCARCH*6";"87";"0";"5000";"6885";"0";"1";"145";NULL;"2";"2"
"3183";"SET MARIPOSAS *12";"919";"-9";"2700";"3723";"0";"1";"145";NULL;"2";"2"
"3184";"MANTEL METAL FC SURT*3";"27";"-3";"9000";"12546";"0";"1";"145";NULL;"2";"2"
"3185";"VELA TORNILLO PASTEL*3";"23";"-1";"3000";"4131";"0";"1";"145";NULL;"2";"2"
"3186";"BOMBA CRISTAL FD*100";"88";"0";"12000";"16524";"0";"0";"145";NULL;"2";"2"
"3187";"BOMBA CRISTAL FC*100";"94";"0";"15000";"20655";"0";"1";"145";NULL;"2";"2"
"3188";"PEGATINA PARA GLOBOS*6";"79";"0";"4800";"6732";"0";"1";"145";NULL;"2";"2"
"3189";"PAPEL REGA HOLOG*36";"68";"-1";"12600";"17391";"0";"0";"145";NULL;"2";"2"
"3190";"BICARBONATO KILO*UND";"88";"0";"5000";"6324";"0";"1";"7";NULL;"2";"100"
"3191";"PAPEL PICADO*6";"68";"-1";"2500";"3366";"0";"1";"145";NULL;"2";"2"
"3192";"VELA PORCELAN CARITAS*3";"47";"-4";"3600";"5049";"0";"0";"145";NULL;"2";"2"
"3193";"VELA PORCELAN EMOJI*3";"79";"0";"3600";"5049";"0";"0";"145";NULL;"2";"2"
"3194";"VELA PORCELAN ANIMAL*3";"71";"-4";"3600";"5049";"0";"1";"145";NULL;"2";"2"
"3195";"TOPPER PARED*48CM UND";"89";"-2";"4000";"5508";"0";"1";"145";NULL;"2";"2"
"3196";"NUMERO 0 GLOBO *16&quot; UND";"3";"-7";"600";"867";"0";"1";"145";NULL;"2";"2"
"3197";"NUMERO 1 GLOBO *16&quot; UND";"809";"-15";"600";"867";"0";"1";"145";NULL;"2";"2"
"3198";"NUMERO 2 GLOBO *16&quot; UND";"36";"-12";"600";"867";"0";"1";"145";NULL;"2";"2"
"3199";"NUMERO 3 GLOBO *16&quot; UND";"996";"-13";"600";"867";"0";"1";"145";NULL;"2";"2"
"3200";"NUMERO 4 GLOBO *16&quot; UND";"60";"-10";"600";"867";"0";"1";"145";NULL;"2";"2"
"3201";"NUMERO 1 GLOBO 32&quot;UND";"61";"-22";"1300";"1836";"0";"1";"145";NULL;"2";"2"
"3202";"NUMERO 5 GLOBO *16&quot; UND";"5";"-13";"600";"867";"0";"1";"145";NULL;"2";"2"
"3203";"NUMERO 6 GLOBO *16&quot; UND";"39";"-15";"600";"867";"0";"1";"145";NULL;"2";"2"
"3204";"NUMERO 2 GLOBO 32&quot;UND";"4";"-2";"1300";"1836";"0";"1";"145";NULL;"2";"2"
"3205";"NUMERO 3 GLOBO 32&quot;UND";"29";"-2";"1300";"1836";"0";"1";"145";NULL;"2";"2"
"3206";"NUMERO 7 GLOBO *16&quot; UND";"73";"-8";"600";"867";"0";"1";"145";NULL;"2";"2"
"3207";"NUMERO 4 GLOBO 32&quot;UND";"33";"-1";"1300";"1836";"0";"1";"145";NULL;"2";"2"
"3208";"NUMERO 8 GLOBO *16&quot; UND";"955";"-8";"600";"867";"0";"1";"145";NULL;"2";"2"
"3209";"NUMERO 5 GLOBO 32&quot;UND";"9";"-2";"1300";"1836";"0";"1";"145";NULL;"2";"2"
"3210";"NUMERO 9 GLOBO *16&quot; UND";"962";"-8";"600";"867";"0";"1";"145";NULL;"2";"2"
"3211";"NUMERO 6 GLOBO 32&quot;UND";"38";"-2";"1300";"1836";"0";"1";"145";NULL;"2";"2"
"3212";"NUMERO 7 GLOBO 32&quot;UND";"51";"-3";"1300";"1836";"0";"1";"145";NULL;"2";"2"
"3213";"NUMERO 8 GLOBO 32&quot;UND";"32";"-1";"1300";"1836";"0";"1";"145";NULL;"2";"2"
"3214";"NUMERO 9 GLOBO 32&quot;UND";"40";"-2";"1300";"1836";"0";"1";"145";NULL;"2";"2"
"3215";"NUMERO 0 GLOBO 32&quot;UND";"54";"0";"1300";"1836";"0";"1";"145";NULL;"2";"2"
"3216";"LETRERO GLOBO BABYSHNIÑA UND";"92";"0";"3200";"4488";"0";"1";"145";NULL;"2";"2"
"3217";"LETRERO GLOBO BABYSHNIÑO UND";"93";"0";"3200";"4488";"0";"1";"145";NULL;"2";"2"
"3218";"BOUQUET PERSONAJES*3 UND SURT";"50";"-2";"12000";"16626";"0";"1";"145";NULL;"2";"2"
"3219";"GLOBO BURBUJA 10&quot;*12UND";"86";"-1";"4200";"6120";"0";"1";"145";NULL;"2";"2"
"3220";"GLOBO BURBUJA 18&quot;*12UND";"78";"0";"7200";"10404";"0";"1";"145";NULL;"2";"2"
"3221";"GLOBO BURBUJA 24&quot;*12UND";"194";"0";"8400";"11628";"0";"1";"145";NULL;"2";"3"
"3222";"PALO Y COPA BURBUJA*50";"96";"0";"25000";"34425";"0";"1";"145";NULL;"2";"2"
"3223";"XRAY DOL *24 UND";"89";"-1";"30000";"36600";"0";"1";"4";NULL;"2";"15"
"3224";"GLOBO ANIMALES*6 SURT";"96";"0";"6000";"8262";"0";"1";"145";NULL;"2";"2"
"3225";"ESPUMA GRANDE";"49";"0";"6500";"8976";"0";"1";"145";NULL;"2";"2"
"3226";"PALO HELADO*1000";"56";"-1";"12500";"16014";"0";"1";"11";NULL;"2";"11"
"3227";"CRISPETERA ESCARCHADA*12";"74";"-1";"9700";"13464";"0";"1";"145";NULL;"2";"2"
"3228";"BOMBA PASTEL*100";"73";"-1";"9000";"12393";"0";"0";"145";NULL;"2";"2"
"3229";"CHICLE SPLOT TATTOO*120UND";"993";"-1";"12936";"16116";"0";"1";"3";NULL;"2";"7"
"3230";"MOÑO MAGICO MEDIANO*3";"17";"-3";"6600";"9180";"0";"1";"145";NULL;"2";"2"
"3231";"BOMBA TE AMO *100";"95";"0";"14000";"19278";"0";"1";"145";NULL;"2";"2"
"3232";"BOMBA MATE R 18*10UND";"81";"0";"4000";"5508";"0";"1";"145";NULL;"2";"2"
"3233";"CONFETI DE MESA*6 UND";"91";"0";"6000";"8262";"0";"1";"145";NULL;"2";"2"
"3234";"BANDERIN DESAYUNO*6 UND SURT";"87";"-2";"7200";"10098";"0";"1";"145";NULL;"2";"2"
"3235";"BICARBONATO REY 55GR*12";"34";"-4";"6500";"7956";"0";"1";"7";NULL;"2";"100"
"3236";"FESTON ESCARCHADO FC *3";"70";"-4";"6000";"8262";"0";"1";"145";NULL;"2";"2"
"3237";"GLOBO MENSAJE GRANDE*12UND";"40";"-2";"7200";"10404";"0";"1";"145";NULL;"2";"2"
"3238";"SERPENTINA *6 SURT";"772";"-27";"5400";"7650";"0";"1";"145";NULL;"2";"2"
"3239";"CUADERNILLO TARJETA SURT*100";"24";"-1";"3500";"4845";"0";"1";"145";NULL;"2";"2"
"3240";"ESPIRALES CUMPLEAÑOS *4UND";"94";"0";"4500";"6222";"0";"1";"145";NULL;"2";"2"
"3241";"CORTINA CRESPA MULTICOLOR UND";"8";"-8";"2400";"3315";"0";"1";"145";NULL;"2";"2"
"3242";"CORTINA ESPEJO UND";"601";"-33";"2000";"2754";"0";"1";"145";NULL;"2";"2"
"3243";"CORTINA DEGRADE UND";"56";"-3";"2400";"3315";"0";"1";"145";NULL;"2";"2"
"3244";"CORTINA REVELACION UND";"80";"0";"2400";"3315";"0";"1";"145";NULL;"2";"2"
"3245";"ESTRELLA AGATHA*6";"96";"0";"3000";"4284";"0";"1";"145";NULL;"2";"2"
"3246";"CORAZON AGATHA*6";"93";"0";"3000";"4284";"0";"1";"145";NULL;"2";"2"
"3247";"LETRERO GLOBO FC UND";"85";"0";"4500";"6222";"0";"1";"145";NULL;"2";"2"
"3248";"FESTON FELIZ DIA CURSIVO*3";"85";"0";"5700";"7854";"0";"0";"145";NULL;"2";"2"
"3249";"POLVO TORNASOL*8";"92";"0";"9600";"13260";"0";"1";"145";NULL;"2";"2"
"3250";"CORTINA CORAZON*3";"62";"0";"7200";"9996";"0";"1";"145";NULL;"2";"2"
"3251";"VELA CORAZON*3 UND";"52";"-1";"3000";"4131";"0";"1";"145";NULL;"2";"2"
"3252";"VELA ESTRELLA*3 UND";"44";"0";"3000";"4131";"0";"1";"145";NULL;"2";"2"
"3253";"VELA METALIZADA*10 *3";"38";"-2";"3000";"4131";"0";"1";"145";NULL;"2";"2"
"3254";"BOUQUET 9 PCS*3 SURT";"71";"-2";"9000";"13056";"0";"1";"145";NULL;"2";"2"
"3255";"BOUQUET 14 PCS*3UND SURT";"87";"-1";"12600";"17442";"0";"1";"145";NULL;"2";"2"
"3256";"LLUVIA DE SOBRES PQT*12";"18";"-21";"3500";"4845";"0";"1";"145";NULL;"2";"2"
"3257";"GLOBO PERSONAJES GRANDE*3UND SURT";"79";"-1";"3600";"5202";"0";"1";"145";NULL;"2";"2"
"3258";"SUPER HEROE 4D*UND";"93";"0";"7500";"10353";"0";"1";"145";NULL;"2";"2"
"3259";"MOÑO MAGICO PEQ*3";"24";"-3";"3000";"4131";"0";"1";"145";NULL;"2";"2"
"3260";"MANTEL METALIZADO*3 UND";"39";"-8";"6000";"8262";"0";"1";"145";NULL;"2";"2"
"3261";"FESTON COLORES*3 UND";"90";"0";"4500";"6273";"0";"1";"145";NULL;"2";"2"
"3262";"BOMBA CROMADA R12*50";"1";"-2";"9500";"13107";"0";"1";"145";NULL;"2";"2"
"3263";"GLOBO MENSAJE MINI 6&quot; *12";"54";"-3";"3600";"4896";"0";"1";"145";NULL;"2";"2"
"3264";"CAJA ACEITE LIROSOYA *1000GR *12";"90";"-2";"83000";"101260";"0";"1";"9";NULL;"2";"16"
"3265";"BANDA ESCARCHADA FC *3";"82";"0";"8100";"11169";"0";"1";"145";NULL;"2";"2"
"3266";"TRULULU MAX*100G*12 SURT";"905";"-21";"25632";"30490";"0";"1";"3";NULL;"2";"24"
"3267";"BANDERIN FC LETRA METALIZ*3 UND";"79";"-3";"6000";"8262";"0";"1";"145";NULL;"2";"2"
"3268";"FESTON HOLOGRA*3 UND";"54";"0";"6000";"8262";"0";"1";"145";NULL;"2";"2"
"3269";"CONFETI METALIZADO*6 SURT";"92";"0";"6000";"8262";"0";"1";"145";NULL;"2";"2"
"3270";"GLOBO METALIZADO PEQ*12 SURT";"70";"0";"4800";"7344";"0";"1";"145";NULL;"2";"2"
"3271";"huellero dactilar eko";"109907";"0";"1600";"2000";"0";"0";"146";NULL;"3";"98"
"3272";"silicona delgada x 60";"99883";"-2";"15500";"19000";"0";"1";"146";NULL;"3";"98"
"3273";"silicola gruesa x 26";"0";"0";"15500";"19000";"0";"0";"146";NULL;"3";"98"
"3274";"silicona gruesa x 26";"99922";"0";"15500";"19000";"0";"1";"146";NULL;"3";"98"
"3275";"pegante payasito 20g x 6";"99930";"0";"3200";"4000";"0";"1";"146";NULL;"3";"98"
