"id";"iddetalles";"accesorio";"cantidad";"ubicacion";"fecha_reg";"estado";"imagen"
"273";"865";"ANTENA WIFI";"1";"010A06";"2024-07-25 16:20:28";"1";"0"
"274";"867";"ANTENA WIFI";"1";"010A06";"2024-07-25 16:21:06";"1";"0"
"275";"21625";"ANTENA WIFI";"1";"010A06";"2024-07-25 16:22:38";"1";"0"
"276";"21624";"ANTENA WIFI";"1";"010A06";"2024-07-25 16:23:17";"1";"0"
"277";"27505";"ANTENA WIFI";"1";"010A06";"2024-07-25 16:24:04";"1";"0"
"278";"18988";"TORNILLO IMAN AL MODULO";"48";"935A";"2024-07-25 16:24:59";"1";"0"
"279";"18988";"KIT PLATINAS / TORNILLOS / IMANES";"1";"84G";"2024-07-25 16:25:16";"1";"0"
"280";"18988";"CABLE DE PODER DE FUENTE";"1";"84E";"2024-07-25 16:25:42";"1";"0"
"281";"18988";"TORNILLO PARA TARJETA";"4";"935A";"2024-07-25 16:26:06";"1";"0"
"282";"18988";"TORNILLO PARA PLATINA PARA FUENTE";"4";"935A";"2024-07-25 17:06:07";"1";"0"
"283";"18988";"CABLE DE RED";"1";"84F";"2024-07-25 17:06:44";"1";"0"
"284";"22775";"TORNILLO";"4";"017A06";"2024-08-09 10:01:14";"1";"0"
"285";"24208";"BASE INTERNA ALUMINIO 3.5MTR";"1";"909A";"2024-08-21 17:09:48";"1";"0"
"286";"24209";"BASE INTERNA ALUMINIO 3.5MTR";"1";"909A";"2024-08-21 17:10:29";"1";"0"
"287";"27280";"BASE INTERNA ALUMINIO 3.5MTR";"1";"909A";"2024-08-21 17:10:57";"1";"0"
"288";"27282";"BASE INTERNA ALUMINIO 3.5MTR";"1";"909A";"2024-08-21 17:11:24";"1";"0"
"289";"28691";"6700014-LPV-20-12 FUENTE MW PLAST IP67 12V@1.67A";"1";"24E";"2024-08-22 16:49:14";"1";"0"
"290";"28692";"3032027-MODULO SH4 7500K BLANCO TIPO3 LUPA SH 2835";"1";"24E";"2024-08-22 16:50:07";"1";"0"
"291";"28704";"6700028-LPV-100-12 FUENTE MW PLAST IP67 12V@8.5A";"1";"24E";"2024-08-29 07:05:30";"1";"0"
"292";"2088";"TORNILLO";"4";"81A";"2024-09-16 14:23:34";"1";"0"
"293";"20732";"TORNILLO";"2";"81A";"2024-09-16 14:24:08";"1";"0"
"294";"20733";"TORNILLO";"2";"81A";"2024-09-16 14:24:38";"1";"0"
"295";"2067";"TORNILLO";"4";"81B";"2024-09-16 14:25:08";"1";"0"
"296";"23942";"TORNILLO";"2";"81B";"2024-09-16 14:25:36";"1";"0"
"297";"2044";"TORNILLO";"2";"017A10";"2024-09-16 14:26:18";"1";"0"
"298";"2045";"TORNILLO";"2";"017A10";"2024-09-16 14:28:58";"1";"0"
"299";"18994";"TORNILLO PRISIONERO ALLEN DELGADO";"4";"82D";"2024-09-16 14:30:36";"1";"0"
"300";"24167";"TORNILLO PRISIONERO ALLEN DELGADO";"4";"82F";"2024-09-16 14:31:08";"1";"0"
"301";"4";"TORNILLO";"2";"85A";"2024-09-16 14:31:35";"1";"0"
"302";"18909";"TORNILLO";"4";"85B";"2024-09-16 14:32:04";"1";"0"
"303";"28346";"TORNILLO";"2";"85B";"2024-09-16 14:32:34";"1";"0"
"304";"28347";"TORNILLO";"1";"85B";"2024-09-16 15:57:14";"1";"0"
"305";"28517";"TORNILLO";"2";"85B";"2024-09-16 15:57:40";"1";"0"
"306";"28518";"TORNILLO";"1";"85B";"2024-09-16 15:58:08";"1";"0"
"307";"2071";"TORNILLO";"4";"85C";"2024-09-16 15:58:32";"1";"0"
"308";"24258";"TORNILLO";"2";"85C";"2024-09-16 15:58:59";"1";"0"
"309";"27299";"TORNILLO";"2";"85C";"2024-09-16 15:59:27";"1";"0"
"310";"27281";"TORNILLO";"4";"85D";"2024-09-16 15:59:50";"1";"0"
"311";"27283";"TORNILLO NEGRO";"4";"85D";"2024-09-16 16:00:21";"1";"0"
"312";"23886";"TORNILLO NEGRO";"4";"85E";"2024-09-16 16:00:52";"1";"0"
"313";"27278";"TORNILLO LARGO";"1";"85E";"2024-09-16 16:01:27";"1";"0"
"314";"27278";"TUERCA";"1";"85E";"2024-09-16 16:01:43";"1";"0"
"315";"7079";"TORNILLO";"4";"85F";"2024-09-16 16:02:10";"1";"0"
"316";"28070";"TORNILLO";"4";"85F";"2024-09-16 16:02:36";"1";"0"
"317";"28071";"TORNILLO";"4";"85F";"2024-09-16 16:02:57";"1";"0"
"318";"18900";"TORNILLO";"2";"85G";"2024-09-16 16:03:24";"1";"0"
"319";"28222";"TORNILLO NEGRO";"2";"85G";"2024-09-16 16:03:54";"1";"0"
"320";"28223";"TORNILLO";"2";"85G";"2024-09-16 16:04:22";"1";"0"
"321";"28534";"TORNILLO NEGRO";"2";"85G";"2024-09-16 16:04:52";"1";"0"
"322";"28535";"TORNILLO";"2";"85G";"2024-09-16 16:05:17";"1";"0"
"323";"2069";"TORNILLO";"2";"85H";"2024-09-16 16:05:46";"1";"0"
"324";"24256";"TORNILLO";"2";"85H";"2024-09-16 16:06:14";"1";"0"
"325";"27298";"TORNILLO";"2";"85H";"2024-09-16 16:06:46";"1";"0"
"326";"2037";"TORNILLO CABEZA PLANA";"1";"85L";"2024-09-16 16:07:20";"1";"0"
"327";"2037";"TUERCA MARIPOSA";"1";"85L";"2024-09-16 16:07:38";"1";"0"
"328";"2020";"TORNILLO CABEZA PLANA";"1";"86E";"2024-09-16 16:08:21";"1";"0"
"329";"2020";"TUERCA MARIPOSA";"1";"86E";"2024-09-16 16:08:41";"1";"0"
"330";"27290";"TORNILLO ANGULO / PLATINA";"6";"87J";"2024-09-16 16:09:25";"1";"0"
"331";"27291";"TORNILLO ANGULO / PLATINA";"8";"87J";"2024-09-16 16:09:56";"1";"0"
"332";"27293";"TORNILLO ANGULO / PLATINA";"6";"87J";"2024-09-16 16:10:25";"1";"0"
"333";"27286";"TORNILLO ANGULO / PLATINA";"4";"87J";"2024-09-16 16:10:57";"1";"0"
"334";"27288";"TORNILLO ANGULO / PLATINA";"4";"87J";"2024-09-16 16:11:54";"1";"0"
"335";"27289";"TORNILLO ANGULO / PLATINA";"4";"87J";"2024-09-16 16:39:16";"1";"0"
"336";"27287";"TORNILLO ANGULO / PLATINA";"4";"87J";"2024-09-16 16:39:47";"1";"0"
"337";"27292";"TORNILLO ANGULO / PLATINA";"4";"87J";"2024-09-16 16:40:56";"1";"0"
"338";"28740";"CLAVO";"1";"87Z";"2024-09-16 16:41:41";"1";"0"
"339";"28344";"SILICONA  ANTIDESLIZANTE";"1";"90Z";"2024-09-16 16:42:30";"1";"0"
"340";"26009";"TORNILLO SOPORTE A3";"4";"87Z";"2024-09-16 16:43:12";"1";"0"
"341";"26010";"JUEGO DE CHAZOS / TORNILLOS / TUERCAS";"1";"907A";"2024-09-16 16:43:59";"1";"0"
"342";"26010";"PASADOR PARA TUBO";"1";"907A";"2024-09-16 16:44:20";"1";"0"
"343";"26010";"SOPORTE PLATINA";"1";"907A";"2024-09-16 16:44:51";"1";"0"
"344";"26010";"SOPORTE DE GRADUACION";"2";"907A";"2024-09-16 16:46:03";"1";"0"
"345";"26010";"TUBO NIVELADOR 12 HUECOS";"1";"907A";"2024-09-16 16:46:33";"1";"0"
"346";"26010";"TUBO NIVELADOR 4 HUECOS";"1";"907A";"2024-09-16 16:47:07";"1";"0"
"347";"26011";"JUEGO DE CHAZOS / TORNILLOS / TUERCAS";"1";"907A";"2024-09-16 16:51:55";"1";"0"
"348";"26011";"SOPORTE DE GRADUACION";"2";"907A";"2024-09-16 16:52:21";"1";"0"
"349";"26011";"SOPORTE DE BARRA";"2";"907A";"2024-09-16 16:52:37";"1";"0"
"350";"26011";"TORNILLO SOPORTE DE BARRAS";"4";"87Z";"2024-09-16 16:53:11";"1";"0"
"351";"26011";"PLATINA NEGRA 50X70";"1";"907A";"2024-09-16 16:53:45";"1";"0"
"352";"26011";"TUBO NIVELADOR 12 HUECOS";"1";"907A";"2024-09-16 16:57:25";"1";"0"
"353";"26011";"TUBO NIVELADOR 4 HUECOS";"1";"907A";"2024-09-16 16:57:50";"1";"0"
"354";"28747";"KIT TORNILLOS PARA UNION";"1";"86C";"2024-09-16 17:21:02";"1";"0"
"355";"28377";"DIFUSOR OPAL 120CM DIAMETRO";"1";"935A";"2024-09-17 08:46:48";"1";"0"
"356";"28375";"DIFUSOR OPAL 60CM DIAMETRO";"1";"935A";"2024-09-17 08:47:47";"1";"0"
"357";"28376";"DIFUSOR OPAL 90CM DIAMETRO";"1";"935A";"2024-09-17 08:48:37";"1";"0"
"358";"3789";"DIFUSOR OPAL 1MTR";"1";"908A";"2024-09-17 08:49:21";"1";"0"
"359";"2043";"DIFUSOR OPAL 1MTR";"1";"022C02";"2024-09-17 08:54:59";"1";"0"
"360";"24037";"DIFUSOR OPAL 1MTR";"1";"91D";"2024-09-17 08:58:01";"0";"0"
"361";"28344";"DIFUSOR OPAL 1MTR";"1";"901A";"2024-09-17 08:59:06";"1";"0"
"362";"28345";"DIFUSOR OPAL 1MTR";"1";"901A";"2024-09-17 09:56:48";"1";"0"
"363";"2048";"DIFUSOR OPAL 1MTR";"1";"023B06";"2024-09-17 09:57:29";"1";"0"
"364";"27571";"DIFUSOR OPAL 1MTR";"1";"024C02";"2024-09-17 10:27:12";"1";"0"
"365";"24067";"DIFUSOR OPAL 1MTR";"1";"025C02";"2024-09-17 10:33:07";"1";"0"
"366";"2087";"DIFUSOR OPAL 1MTR";"1";"022B03";"2024-09-17 10:33:47";"1";"0"
"367";"20729";"DIFUSOR OPAL SILICONADO 1MTR";"1";"023B05";"2024-09-17 10:34:54";"1";"0"
"368";"20731";"DIFUSOR OPAL SILICONADO 1MTR";"1";"023C02";"2024-09-17 10:36:46";"1";"0"
"369";"20725";"DIFUSOR OPAL SILICONADO 1MTR";"2";"93B";"2024-09-17 10:37:43";"1";"0"
"370";"20728";"DIFUSOR OPAL SILICONADO 1MTR";"1";"93B";"2024-09-17 10:41:45";"1";"0"
"371";"2097";"DIFUSOR OPAL 1MTR";"1";"91D";"2024-09-17 10:57:56";"1";"0"
"372";"20727";"DIFUSOR OPAL SILICONADO 1MTR";"1";"93B";"2024-09-17 10:58:43";"1";"0"
"373";"2092";"DIFUSOR OPAL 1MTR";"1";"023A02";"2024-09-17 11:00:35";"1";"0"
"374";"20726";"DIFUSOR OPAL SILICONADO 1MTR";"1";"93B";"2024-09-17 11:01:31";"1";"0"
"375";"24061";"DIFUSOR OPAL 1MTR";"1";"91E";"2024-09-17 11:03:31";"1";"0"
"376";"24062";"DIFUSOR OPAL 1MTR";"2";"022B02";"2024-09-17 11:04:12";"0";"0"
"377";"24063";"DIFUSOR OPAL 1MTR";"2";"904A";"2024-09-17 11:05:02";"0";"0"
"378";"20730";"DIFUSOR OPAL SILICONADO 1MTR";"1";"93B";"2024-09-17 11:07:10";"1";"0"
"379";"27294";"DIFUSOR OPAL 1MTR";"1";"025A03";"2024-09-17 11:07:53";"1";"0"
"380";"24038";"DIFUSOR OPAL 1MTR";"1";"025C03";"2024-09-17 11:08:35";"1";"0"
"381";"18971";"ALETA ABATIBLE 2501";"1";"92G";"2024-09-17 11:10:19";"1";"0"
"382";"18974";"ALETA ABATIBLE 3005";"1";"92J";"2024-09-17 11:11:07";"1";"0"
"383";"24064";"DIFUSOR OPAL 1MTR";"1";"89W";"2024-09-17 11:12:18";"1";"0"
"384";"24065";"DIFUSOR OPAL 1MTR";"1";"89Z";"2024-09-17 11:13:42";"1";"0"
"385";"2023";"DIFUSOR OPAL 1MTR";"1";"023B05";"2024-09-17 11:14:22";"1";"0"
"386";"2022";"DIFUSOR OPAL 1MTR";"1";"023C03";"2024-09-17 11:20:18";"1";"0"
"387";"2090";"DIFUSOR OPAL 1MTR";"1";"023C04";"2024-09-17 11:20:55";"1";"0"
"388";"1974";"DIFUSOR OPAL 1MTR";"1";"023A05";"2024-09-17 11:21:31";"1";"0"
"389";"24262";"DIFUSOR HUMO 1MTR";"1";"026B02";"2024-09-17 11:22:16";"1";"0"
"390";"22771";"DIFUSOR OPAL 1MTR";"1";"023B06";"2024-09-17 11:22:54";"1";"0"
"391";"2080";"DIFUSOR OPAL 1MTR";"1";"026A03";"2024-09-17 11:23:36";"1";"0"
"392";"1968";"DIFUSOR OPAL 1MTR";"1";"024C01";"2024-09-17 11:27:17";"1";"0"
"393";"1976";"DIFUSOR OPAL 1MTR";"1";"026C02";"2024-09-17 11:28:02";"1";"0"
"394";"23956";"DIFUSOR HUMO 1MTR";"1";"92A";"2024-09-17 11:29:26";"1";"0"
"395";"28618";"DIFUSOR HUMO TIRA 1MTR";"1";"910A";"2024-09-17 11:30:41";"1";"0"
"396";"2046";"DIFUSOR OPAL 1MTR";"1";"92J";"2024-09-17 11:31:16";"1";"0"
"397";"2078";"DIFUSOR OPAL 1MTR";"1";"92G";"2024-09-17 11:31:50";"1";"0"
"398";"2053";"DIFUSOR OPAL 1MTR";"1";"025A01";"2024-09-17 11:32:23";"1";"0"
"399";"23958";"DIFUSOR HUMO 1MTR";"1";"025C01";"2024-09-17 11:33:14";"1";"0"
"400";"28342";"DIFUSOR OPAL 1MTR";"1";"026A02";"2024-09-17 11:33:49";"1";"0"
"401";"4813";"DIFUSOR OPAL 1MTR";"1";"023C02";"2024-09-17 11:36:04";"1";"0"
"402";"2065";"DIFUSOR OPAL 1MTR";"1";"023C04";"2024-09-17 11:36:44";"1";"0"
"403";"24207";"DIFUSOR OPAL 1MTR";"1";"022B03";"2024-09-17 11:37:33";"1";"0"
"404";"24066";"DIFUSOR OPAL 1MTR";"1";"022C02";"2024-09-17 11:38:33";"1";"0"
"405";"2055";"DIFUSOR OPAL 1MTR";"1";"92K";"2024-09-17 11:39:33";"1";"0"
"406";"23931";"DIFUSOR OPAL TIRA 2.5MTR";"1";"92K";"2024-09-17 11:41:01";"1";"0"
"407";"1957";"DIFUSOR OPAL TIRA 2.5MTR";"1";"92Z";"2024-09-17 11:42:13";"1";"0"
"408";"2061";"DIFUSOR OPAL TIRA 3.5MTR";"1";"92Z";"2024-09-17 11:43:12";"1";"0"
"409";"3790";"DIFUSOR OPAL 1MTR";"1";"94Z";"2024-09-17 11:46:23";"1";"0"
"410";"23933";"DIFUSOR OPAL TIRA 2.5MTR";"1";"92L";"2024-09-17 13:54:06";"1";"0"
"411";"23934";"DIFUSOR OPAL TIRA 2.5MTR";"1";"92L";"2024-09-17 13:55:33";"1";"0"
"412";"2062";"DIFUSOR OPAL 1MTR";"1";"92Z";"2024-09-17 13:56:24";"1";"0"
"413";"18908";"DIFUSOR OPAL 1MTR";"1";"92Z";"2024-09-17 13:57:20";"1";"0"
"414";"2063";"DIFUSOR OPAL 1MTR";"1";"92Z";"2024-09-17 13:57:59";"1";"0"
"415";"23968";"DIFUSOR OPAL TIRA 2.5MTR";"1";"94Z";"2024-09-17 13:58:45";"1";"0"
"416";"24033";"DIFUSOR OPAL 1MTR";"1";"91C";"2024-09-17 13:59:35";"1";"0"
"417";"24032";"DIFUSOR OPAL 1MTR";"1";"91D";"2024-09-17 14:04:17";"1";"0"
"418";"9682";"DIFUSOR OPAL 1MTR";"1";"023B03";"2024-09-17 14:04:51";"1";"0"
"419";"24263";"DIFUSOR HUMO 1MTR";"1";"025B03";"2024-09-17 14:05:53";"1";"0"
"420";"22772";"DIFUSOR OPAL 1MTR";"1";"026A02";"2024-09-17 14:06:38";"1";"0"
"421";"1969";"DIFUSOR OPAL 1MTR";"1";"92C";"2024-09-17 14:07:32";"1";"0"
"422";"1992";"DIFUSOR OPAL 1MTR";"1";"023A03";"2024-09-17 14:12:51";"1";"0"
"423";"23957";"DIFUSOR HUMO 1MTR";"1";"023B02";"2024-09-17 14:16:23";"1";"0"
"424";"28619";"DIFUSOR HUMO TIRA 1MTR";"1";"910A";"2024-09-17 14:17:28";"1";"0"
"425";"2047";"DIFUSOR OPAL 1MTR";"1";"022C03";"2024-09-17 14:18:50";"1";"0"
"426";"2079";"DIFUSOR OPAL 1MTR";"1";"92H";"2024-09-17 14:19:59";"1";"0"
"427";"2014";"DIFUSOR OPAL 1MTR";"1";"023A04";"2024-09-17 14:20:36";"1";"0"
"428";"2060";"DIFUSOR HUMO 1MTR";"1";"025B01";"2024-09-17 14:22:31";"1";"0"
"429";"4814";"DIFUSOR OPAL 1MTR";"1";"92H";"2024-09-17 14:23:06";"1";"0"
"430";"2021";"DIFUSOR OPAL 1MTR";"1";"023B04";"2024-09-17 14:23:50";"1";"0"
"431";"2036";"DIFUSOR OPAL 1MTR";"1";"024C03";"2024-09-17 14:25:13";"1";"0"
"432";"24206";"DIFUSOR OPAL 1MTR";"1";"023C06";"2024-09-17 14:26:10";"1";"0"
"433";"2066";"DIFUSOR OPAL 1MTR";"1";"92K";"2024-09-17 14:27:25";"1";"0"
"434";"23932";"DIFUSOR OPAL TIRA 2.5MTR";"1";"92K";"2024-09-17 14:28:38";"1";"0"
"435";"28555";"DIFUSOR  OPAL TIRA 3.5MTR";"1";"92Z";"2024-09-17 14:29:50";"1";"0"
"436";"20724";"DIFUSOR OPAL TIRA 2.5MTR";"1";"92Z";"2024-09-17 14:31:52";"1";"0"
"437";"28365";"DIFUSOR OPAL 1MTR";"1";"89E";"2024-09-17 14:33:37";"1";"0"
"438";"28367";"DIFUSOR OPAL SILICONADO 1MTR";"1";"90Z";"2024-09-17 14:36:52";"1";"0"
"439";"28363";"DIFUSOR OPAL SILICONADO 1MTR";"1";"90Z";"2024-09-17 14:37:50";"1";"0"
"440";"28343";"DIFUSOR OPAL 1MTR";"1";"025B01";"2024-09-17 14:39:02";"1";"0"
"441";"22775";"DIFUSOR OPAL 1MTR";"1";"89J";"2024-09-17 14:41:10";"1";"0"
"442";"24031";"DIFUSOR OPAL 1MTR";"1";"89N";"2024-09-17 14:43:38";"1";"0"
"443";"1970";"DIFUSOR OPAL 1MTR";"1";"025B03";"2024-09-17 14:44:13";"1";"0"
"444";"18904";"DIFUSOR OPAL 1MTR";"1";"023C02";"2024-09-17 15:23:48";"1";"0"
"445";"18899";"DIFUSOR OPAL 1MTR";"1";"92Z";"2024-09-17 15:24:33";"1";"0"
"446";"24036";"DIFUSOR CRISTAL 1MTR";"1";"023C01";"2024-09-17 15:25:45";"1";"0"
"447";"24035";"DIFUSOR OPAL 1MTR";"1";"023A03";"2024-09-17 15:26:51";"1";"0"
"448";"18906";"DIFUSOR OPAL 1MTR";"1";"89S";"2024-09-17 15:27:33";"1";"0"
"449";"18902";"DIFUSOR OPAL 1MTR";"1";"89B";"2024-09-17 15:28:14";"1";"0"
"450";"18907";"DIFUSOR OPAL 1MTR";"1";"020A03";"2024-09-17 15:28:50";"1";"0"
"451";"18903";"DIFUSOR OPAL 1MTR";"1";"026B02";"2024-09-17 15:29:25";"1";"0"
"452";"2058";"DIFUSOR OPAL 1MTR";"1";"025C02";"2024-09-17 15:30:07";"1";"0"
"453";"28366";"DIFUSOR OPAL SILICONADO 1MTR";"1";"90Z";"2024-09-17 15:31:17";"1";"0"
"454";"28368";"DIFUSOR OPAL SILICONADO 1MTR";"1";"90Z";"2024-09-17 15:32:04";"1";"0"
"455";"28361";"DIFUSOR OPAL SILICONADO 1MTR";"1";"90Z";"2024-09-17 15:32:45";"1";"0"
"456";"28362";"DIFUSOR OPAL SILICONADO 1MTR";"1";"90Z";"2024-09-17 15:33:31";"1";"0"
"457";"28364";"DIFUSOR OPAL SILICONADO 1MTR";"1";"90Z";"2024-09-17 15:34:26";"1";"0"
"458";"28369";"DIFUSOR OPAL SILICONADO 1MTR";"1";"90Z";"2024-09-17 15:35:07";"1";"0"
"459";"28370";"DIFUSOR OPAL SILICONADO 1MTR";"1";"90Z";"2024-09-17 15:35:45";"1";"0"
"460";"2073";"DIFUSOR OPAL 1MTR";"1";"89M";"2024-09-17 15:36:35";"1";"0"
"461";"24034";"DIFUSOR OPAL 1MTR";"1";"91C";"2024-09-17 15:38:54";"1";"0"
"462";"28067";"DIFUSOR OPAL 1MTR";"1";"91Z";"2024-09-17 15:39:39";"1";"0"
"463";"27295";"DIFUSOR OPAL 1MTR";"1";"024C04";"2024-09-17 15:40:54";"1";"0"
"464";"2054";"DIFUSOR OPAL 1MTR";"1";"023B06";"2024-09-17 15:41:37";"1";"0"
"465";"18898";"DIFUSOR OPAL 1MTR";"1";"023A05";"2024-09-17 15:42:24";"1";"0"
"466";"18905";"DIFUSOR OPAL 1MTR";"1";"023C03";"2024-09-17 15:43:19";"1";"0"
"467";"23924";"DIFUSOR OPAL 1MTR";"1";"94Z";"2024-09-17 15:44:00";"1";"0"
"468";"2024";"DIFUSOR OPAL 1MTR";"1";"92B";"2024-09-17 15:44:46";"1";"0"
"469";"2056";"DIFUSOR OPAL 1MTR";"1";"025A02";"2024-09-17 15:45:25";"1";"0"
"470";"28373";"DIFUSOR OPAL SILICONADO 1MTR";"1";"025A01";"2024-09-17 15:47:38";"1";"0"
"471";"24254";"DIFUSOR OPAL 1MTR";"1";"023A03";"2024-09-17 15:48:19";"1";"0"
"472";"28371";"DIFUSOR OPAL SILICONADO 1MTR";"1";"90Z";"2024-09-17 15:49:03";"1";"0"
"473";"28372";"DIFUSOR OPAL SILICONADO 1MTR";"1";"90Z";"2024-09-17 15:49:41";"1";"0"
"474";"18896";"DIFUSOR OPAL 1MTR";"1";"023C03";"2024-09-17 15:50:19";"1";"0"
"475";"24255";"DIFUSOR OPAL 1MTR";"1";"89C";"2024-09-17 15:51:03";"1";"0"
"476";"24257";"DIFUSOR OPAL 1MTR";"1";"92E";"2024-09-17 15:51:50";"1";"0"
"477";"2091";"DIFUSOR OPAL 1MTR";"1";"025C03";"2024-09-17 15:52:26";"1";"0"
"478";"1978";"DIFUSOR OPAL 1MTR";"1";"025A01";"2024-09-17 15:53:01";"1";"0"
"479";"23959";"DIFUSOR HUMO 1MTR";"1";"025B03";"2024-09-17 15:53:41";"1";"0"
"480";"28617";"TAPA PLASTICA CON HUECO";"2";"81O";"2024-09-17 15:57:10";"1";"0"
"481";"2057";"DIFUSOR OPAL 1MTR";"1";"023A02";"2024-09-17 15:58:04";"1";"0"
"482";"1977";"DIFUSOR OPAL 1MTR";"1";"89F";"2024-09-17 15:58:52";"1";"0"
"483";"22773";"DIFUSOR OPAL 1MTR";"1";"023A04";"2024-09-17 15:59:27";"1";"0"
"484";"26620";"TAPA ALUMINIO IZQUIERDA";"1";"85C";"2024-09-17 16:05:15";"0";"0"
"485";"26620";"PERFIL CORNISA";"1";"904A";"2024-09-17 16:05:41";"1";"0"
"486";"24065";"ZOCALO";"1";"89Z";"2024-09-17 16:06:37";"1";"0"
"487";"24033";"CLIP ALUMINIO GRIS PARA RA1009GO OBSEQUIO";"1";"81N";"2024-10-03 08:44:26";"1";"0"
"488";"24033";"TAPA PLASTICA GRIS CON PINES OBSEQUIO";"1";"81N";"2024-10-03 08:44:57";"1";"0"
"489";"24033";"CABLE PARA PERFIL RA1009GO POR CADA 6 METROS";"1";"81N";"2024-10-03 08:45:22";"1";"0"
"490";"24033";"TAPA PLASTICA GRIS SIN PINES OBSEQUIO";"1";"81N";"2024-10-03 08:49:34";"1";"0"
"491";"28687";"DIFUSOR NEGRO";"1";"908A";"2024-10-31 16:13:59";"1";"0"
"492";"28687";"TAPA PLASTICA NEGRA 2 TAPAS POR CADA TIRA DE 3 MET";"1";"85J";"2024-10-31 16:14:54";"1";"0"
"493";"28688";"DIFUSOR NEGRO";"1";"908A";"2024-10-31 16:16:07";"1";"0"
"494";"28688";"TAPA PLASTICA NEGRA 2 TAPAS POR CADA TIRA DE 3 MET";"1";"85J";"2024-10-31 16:16:33";"1";"0"
"495";"28686";"DIFUSOR NEGRO";"1";"908A";"2024-10-31 16:17:18";"1";"0"
"496";"28686";"TAPA PLASTICA NEGRA 2 TAPAS POR CADA TIRA DE 3 MET";"1";"85J";"2024-10-31 16:17:44";"1";"0"
"497";"28688";"TORNILLO PARA TAPA PLASTICA";"2";"85J";"2024-10-31 16:18:15";"1";"0"
"498";"1978";"TAPA PLASTICA CIEGA";"1";"017A14";"2024-11-01 14:50:54";"1";"0"
"499";"28708";"TAPA PLASTICA";"2";"017A06";"2024-11-08 13:33:16";"1";"0"
"500";"28708";"CLIP ALUMINIO";"2";"017A06";"2024-11-08 13:34:00";"1";"0"
"501";"28708";"DIFUSOR OPAL 1MTR";"1";"91O";"2024-11-08 13:35:09";"1";"0"
"502";"28709";"TAPA PLASTICA";"2";"87N";"2024-11-08 13:35:47";"1";"0"
"503";"28709";"CLIP ALUMINIO";"2";"87N";"2024-11-08 13:36:09";"1";"0"
"504";"28709";"DIFUSOR CRISTAL 1MTR";"1";"91B";"2024-11-08 13:36:35";"1";"0"
"505";"28710";"TAPA PLASTICA";"2";"017A14";"2024-11-08 13:37:05";"1";"0"
"506";"28710";"CLIP ALUMINIO";"2";"017A14";"2024-11-08 13:37:18";"1";"0"
"507";"28710";"DIFUSOR OPAL 1MTR";"1";"023A06";"2024-11-08 13:37:33";"1";"0"
"508";"28711";"TAPA PLASTICA";"2";"017A09";"2024-11-08 13:38:03";"1";"0"
"509";"28711";"CLIP ALUMINIO";"2";"87N";"2024-11-08 13:38:16";"0";"0"
"510";"28711";"DIFUSOR OPAL 1MTR";"1";"024B01";"2024-11-08 13:38:34";"1";"0"
"511";"28714";"TAPA PLASTICA";"2";"87M";"2024-11-08 13:39:45";"1";"0"
"512";"28714";"CLIP ALUMINIO";"2";"87M";"2024-11-08 13:40:00";"1";"0"
"513";"28714";"DIFUSOR OPAL 1MTR";"1";"909A";"2024-11-08 13:40:13";"1";"0"
"514";"28715";"TAPA PLASTICA";"2";"017A12";"2024-11-08 13:40:41";"1";"0"
"515";"28715";"CLIP ALUMINIO";"2";"017A12";"2024-11-08 13:40:59";"1";"0"
"516";"28715";"DIFUSOR OPAL 1MTR";"1";"024C02";"2024-11-08 13:41:13";"1";"0"
"517";"28373";"TAPA PLASTICA CON HUECO";"2";"017A16";"2025-04-23 16:18:24";"1";"0"
"518";"28825";"CABLE PODER 1/2";"1";"936";"2025-05-21 14:04:03";"1";"0"
"519";"28825";"BUS DE DATOS";"1";"936";"2025-05-21 14:04:28";"1";"0"
"520";"28825";"TORNILLO INTERIOR";"6";"87L";"2025-05-21 14:04:53";"1";"0"
"521";"28825";"IMAN";"6";"87L";"2025-05-21 14:05:06";"1";"0"
"522";"28685";"CABLE DE PODER 1/2";"1";"84D";"2025-05-21 14:06:46";"1";"0"
"523";"28685";"BUS DE DATOS";"1";"84D";"2025-05-21 14:07:01";"1";"0"
"524";"28685";"TORNILLO EXTERIOR";"8";"87L";"2025-05-21 14:07:25";"1";"0"
"525";"28685";"EMPAQUE";"1";"84E";"2025-05-21 14:07:50";"1";"0"
"526";"28846";"DIFUSOR OPAL TIRA 3.5MTR";"1";"908A";"2025-06-04 16:59:55";"1";"0"
"527";"28845";"DIFUSOR OPAL TIRA 3.5MTR";"1";"928A";"2025-06-04 17:00:42";"1";"0"
"528";"28764";"DIFUSOR OPAL 1MTR";"1";"932A";"2025-06-04 17:01:41";"1";"0"
"529";"28785";"PLATINA";"1";"81A";"2025-06-04 17:07:38";"1";"0"
"530";"28785";"TORNILLO NEGRO LARGO";"2";"016A17";"2025-06-04 17:08:05";"1";"0"
"531";"28785";"TORNILLO NEGRO CORTO";"2";"016A16";"2025-06-04 17:08:25";"1";"0"
"532";"28785";"GANCHO PARA FUENTE";"1";"016A18";"2025-06-04 17:11:32";"1";"0"
"533";"28785";"TORNILLO GANCHO";"2";"016A18";"2025-06-04 17:11:49";"1";"0"
"534";"28786";"PLATINA";"1";"81A";"2025-06-04 17:12:29";"1";"0"
